school_name,grade,average_math_level,average_ela_level,district,lat,long,city,zip,grade_low,grade_high,econ_need_index,perc_ell,perc_asian,perc_black,perc_hispanic,perc_white,perc_attendance,perc_chron_absent,perc_rigorous_instruction,perc_collaborative_teachers,perc_supportive_environment,perc_effective_leadership,perc_community_ties,perc_trust,grades,n_grades,in_manhattan
P.S. 160 Walter Francis Bishop,3,1.991071429,1.854545455,28,40.688373,-73.799685,QUEENS,11435,PK,6,0.672,4,13,55,20,1,92,29,93,91,93,86,85,96,"PK,0K,01,02,03,04,05,06",8,No
P.S. 160 Walter Francis Bishop,4,2.02173913,2.211111111,28,40.688373,-73.799685,QUEENS,11435,PK,6,0.672,4,13,55,20,1,92,29,93,91,93,86,85,96,"PK,0K,01,02,03,04,05,06",8,No
P.S. 160 Walter Francis Bishop,5,1.784313725,1.920792079,28,40.688373,-73.799685,QUEENS,11435,PK,6,0.672,4,13,55,20,1,92,29,93,91,93,86,85,96,"PK,0K,01,02,03,04,05,06",8,No
P.S. 161 Arthur Ashe School,3,2.661417323,2.330578512,28,40.690439,-73.82108,QUEENS,11419,PK,6,0.576,11,62,7,18,2,94,16,97,93,97,91,83,95,"PK,0K,01,02,03,04,05,06",8,No
P.S. 161 Arthur Ashe School,4,2.953271028,2.839622642,28,40.690439,-73.82108,QUEENS,11419,PK,6,0.576,11,62,7,18,2,94,16,97,93,97,91,83,95,"PK,0K,01,02,03,04,05,06",8,No
P.S. 161 Arthur Ashe School,5,2.5625,2.46835443,28,40.690439,-73.82108,QUEENS,11419,PK,6,0.576,11,62,7,18,2,94,16,97,93,97,91,83,95,"PK,0K,01,02,03,04,05,06",8,No
Metropolitan Expeditionary Learning School,6,2.252747253,2.465116279,28,40.708431,-73.855543,QUEENS,11375,6,12,0.397,2,17,18,39,20,96,7,87,96,85,93,80,93,"06,07,08,09,10,11,12",7,No
Metropolitan Expeditionary Learning School,7,1.855670103,2.393939394,28,40.708431,-73.855543,QUEENS,11375,6,12,0.397,2,17,18,39,20,96,7,87,96,85,93,80,93,"06,07,08,09,10,11,12",7,No
Metropolitan Expeditionary Learning School,8,1.526315789,2.426829268,28,40.708431,-73.855543,QUEENS,11375,6,12,0.397,2,17,18,39,20,96,7,87,96,85,93,80,93,"06,07,08,09,10,11,12",7,No
P.S. 174 William Sidney Mount,3,2.971153846,2.682692308,28,40.720583,-73.861462,QUEENS,11374,PK,6,0.267,10,35,4,25,33,95,12,94,81,91,71,83,80,"PK,0K,01,02,03,04,05,06",8,No
P.S. 174 William Sidney Mount,4,2.854166667,2.857142857,28,40.720583,-73.861462,QUEENS,11374,PK,6,0.267,10,35,4,25,33,95,12,94,81,91,71,83,80,"PK,0K,01,02,03,04,05,06",8,No
P.S. 174 William Sidney Mount,5,2.92,2.767676768,28,40.720583,-73.861462,QUEENS,11374,PK,6,0.267,10,35,4,25,33,95,12,94,81,91,71,83,80,"PK,0K,01,02,03,04,05,06",8,No
P.S. 175 The Lynn Gross Discovery School,3,2.721153846,2.371428571,28,40.731016,-73.85221,QUEENS,11374,0K,5,0.391,8,20,1,11,66,95,13,92,92,91,81,88,95,"0K,01,02,03,04,05",6,No
P.S. 175 The Lynn Gross Discovery School,4,2.827586207,2.725663717,28,40.731016,-73.85221,QUEENS,11374,0K,5,0.391,8,20,1,11,66,95,13,92,92,91,81,88,95,"0K,01,02,03,04,05",6,No
P.S. 175 The Lynn Gross Discovery School,5,2.59375,2.360824742,28,40.731016,-73.85221,QUEENS,11374,0K,5,0.391,8,20,1,11,66,95,13,92,92,91,81,88,95,"0K,01,02,03,04,05",6,No
P.S. 182 Samantha Smith,3,2.052631579,2.19047619,28,40.70675,-73.803183,QUEENS,11432,PK,3,0.725,34,28,14,54,1,93,24,87,86,88,72,86,91,"PK,0K,01,02,03",5,No
P.S. 182 Samantha Smith,4,1.876923077,1.952755906,28,40.70675,-73.803183,QUEENS,11432,PK,3,0.725,34,28,14,54,1,93,24,87,86,88,72,86,91,"PK,0K,01,02,03",5,No
P.S. 182 Samantha Smith,5,1.846153846,1.795,28,40.70675,-73.803183,QUEENS,11432,PK,3,0.725,34,28,14,54,1,93,24,87,86,88,72,86,91,"PK,0K,01,02,03",5,No
J.H.S. 190 Russell Sage,6,2.96369637,2.716216216,28,40.723478,-73.8517,QUEENS,11375,6,8,0.372,8,33,7,28,29,95,12,86,81,80,72,70,82,"06,07,08",3,No
J.H.S. 190 Russell Sage,7,2.623595506,2.508522727,28,40.723478,-73.8517,QUEENS,11375,6,8,0.372,8,33,7,28,29,95,12,86,81,80,72,70,82,"06,07,08",3,No
J.H.S. 190 Russell Sage,8,2.597667638,2.580357143,28,40.723478,-73.8517,QUEENS,11375,6,8,0.372,8,33,7,28,29,95,12,86,81,80,72,70,82,"06,07,08",3,No
P.S. 196 Grand Central Parkway,3,3.364963504,3.030075188,28,40.722792,-73.837379,QUEENS,11375,0K,5,0.154,6,38,2,13,40,96,5,95,94,98,87,88,97,"0K,01,02,03,04,05",6,No
P.S. 196 Grand Central Parkway,4,3.481012658,3.516129032,28,40.722792,-73.837379,QUEENS,11375,0K,5,0.154,6,38,2,13,40,96,5,95,94,98,87,88,97,"0K,01,02,03,04,05",6,No
P.S. 196 Grand Central Parkway,5,3.353846154,3.125984252,28,40.722792,-73.837379,QUEENS,11375,0K,5,0.154,6,38,2,13,40,96,5,95,94,98,87,88,97,"0K,01,02,03,04,05",6,No
P.S. 206 The Horace Harding School,3,2.060606061,1.87628866,28,40.73404,-73.861004,QUEENS,11374,PK,5,0.593,24,18,18,30,31,95,14,91,92,93,85,81,95,"PK,0K,01,02,03,04,05",7,No
P.S. 206 The Horace Harding School,4,2.191489362,2.217391304,28,40.73404,-73.861004,QUEENS,11374,PK,5,0.593,24,18,18,30,31,95,14,91,92,93,85,81,95,"PK,0K,01,02,03,04,05",7,No
P.S. 206 The Horace Harding School,5,1.963414634,1.9375,28,40.73404,-73.861004,QUEENS,11374,PK,5,0.593,24,18,18,30,31,95,14,91,92,93,85,81,95,"PK,0K,01,02,03,04,05",7,No
J.H.S. 217 Robert A. Van Wyck,6,2.216101695,2.171052632,28,40.710384,-73.811461,QUEENS,11435,6,8,0.628,18,37,13,41,6,93,19,91,95,87,90,75,94,"06,07,08",3,No
J.H.S. 217 Robert A. Van Wyck,7,2.140952381,2.210420842,28,40.710384,-73.811461,QUEENS,11435,6,8,0.628,18,37,13,41,6,93,19,91,95,87,90,75,94,"06,07,08",3,No
J.H.S. 217 Robert A. Van Wyck,8,1.393617021,2.373563218,28,40.710384,-73.811461,QUEENS,11435,6,8,0.628,18,37,13,41,6,93,19,91,95,87,90,75,94,"06,07,08",3,No
P.S. 220 Edward Mandel,3,2.368932039,2.207920792,28,40.736314,-73.852621,QUEENS,11375,PK,5,0.545,16,27,9,23,39,95,9,94,93,96,84,85,93,"PK,0K,01,02,03,04,05",7,No
P.S. 220 Edward Mandel,4,2.453703704,2.326923077,28,40.736314,-73.852621,QUEENS,11375,PK,5,0.545,16,27,9,23,39,95,9,94,93,96,84,85,93,"PK,0K,01,02,03,04,05",7,No
P.S. 220 Edward Mandel,5,2.339130435,2.280373832,28,40.736314,-73.852621,QUEENS,11375,PK,5,0.545,16,27,9,23,39,95,9,94,93,96,84,85,93,"PK,0K,01,02,03,04,05",7,No
York Early College Academy,6,3.088888889,2.666666667,28,40.69691,-73.786403,QUEENS,11433,6,12,0.428,1,29,51,10,1,96,7,90,91,88,83,78,91,"06,07,08,09,10,11,12",7,No
York Early College Academy,7,2.274725275,2.813186813,28,40.69691,-73.786403,QUEENS,11433,6,12,0.428,1,29,51,10,1,96,7,90,91,88,83,78,91,"06,07,08,09,10,11,12",7,No
The Emerson School,6,1.718446602,1.67,28,40.69691,-73.786403,QUEENS,11433,6,8,0.704,7,11,58,20,2,92,26,76,90,78,84,79,89,"06,07,08",3,No
The Emerson School,7,1.467741935,1.776859504,28,40.69691,-73.786403,QUEENS,11433,6,8,0.704,7,11,58,20,2,92,26,76,90,78,84,79,89,"06,07,08",3,No
The Emerson School,8,1.405405405,2.010638298,28,40.69691,-73.786403,QUEENS,11433,6,8,0.704,7,11,58,20,2,92,26,76,90,78,84,79,89,"06,07,08",3,No
Queens Collegiate: A College Board School,6,2.444444444,2.125,28,40.714551,-73.798658,JAMAICA,11432,6,12,0.549,9,27,51,15,3,95,13,86,83,83,72,72,84,"06,07,08,09,10,11,12",7,No
Queens Collegiate: A College Board School,7,1.987654321,2.296296296,28,40.714551,-73.798658,JAMAICA,11432,6,12,0.549,9,27,51,15,3,95,13,86,83,83,72,72,84,"06,07,08,09,10,11,12",7,No
Queens Collegiate: A College Board School,8,2,2.179487179,28,40.714551,-73.798658,JAMAICA,11432,6,12,0.549,9,27,51,15,3,95,13,86,83,83,72,72,84,"06,07,08,09,10,11,12",7,No
Redwood Middle School,6,1.843137255,1.782178218,28,40.675014,-73.775643,QUEENS,11434,6,8,0.578,2,9,77,8,1,94,19,91,99,91,98,85,98,"06,07,08",3,No
Redwood Middle School,7,1.946236559,2.064516129,28,40.675014,-73.775643,QUEENS,11434,6,8,0.578,2,9,77,8,1,94,19,91,99,91,98,85,98,"06,07,08",3,No
Queens Gateway to Health Sciences Secondary School,6,3.590909091,3.193181818,28,40.718027,-73.805923,QUEENS,11432,7,12,0.41,0,47,35,11,3,98,1,85,59,82,45,66,64,"07,08,09,10,11,12",6,No
Queens Gateway to Health Sciences Secondary School,7,3.476744186,3.593023256,28,40.718027,-73.805923,QUEENS,11432,7,12,0.41,0,47,35,11,3,98,1,85,59,82,45,66,64,"07,08,09,10,11,12",6,No
Queens Gateway to Health Sciences Secondary School,8,2.890243902,3.380952381,28,40.718027,-73.805923,QUEENS,11432,7,12,0.41,0,47,35,11,3,98,1,85,59,82,45,66,64,"07,08,09,10,11,12",6,No
"Young Women's Leadership School, Queens",6,3.069444444,3.125,28,40.708409,-73.804166,QUEENS,11432,7,12,0.496,2,32,46,14,3,96,6,83,85,79,80,76,87,"07,08,09,10,11,12",6,No
"Young Women's Leadership School, Queens",7,2.670886076,2.924050633,28,40.708409,-73.804166,QUEENS,11432,7,12,0.496,2,32,46,14,3,96,6,83,85,79,80,76,87,"07,08,09,10,11,12",6,No
"Young Women's Leadership School, Queens",8,2.579710145,3,28,40.708409,-73.804166,QUEENS,11432,7,12,0.496,2,32,46,14,3,96,6,83,85,79,80,76,87,"07,08,09,10,11,12",6,No
P.S. 015 Jackie Robinson,3,2.027777778,2.14084507,29,40.68605,-73.756546,QUEENS,11413,0K,5,0.543,2,1,94,5,0,94,22,96,88,90,85,89,91,"0K,01,02,03,04,05",6,No
P.S. 015 Jackie Robinson,4,2.088607595,2.363636364,29,40.68605,-73.756546,QUEENS,11413,0K,5,0.543,2,1,94,5,0,94,22,96,88,90,85,89,91,"0K,01,02,03,04,05",6,No
P.S. 015 Jackie Robinson,5,2.202702703,2.12,29,40.68605,-73.756546,QUEENS,11413,0K,5,0.543,2,1,94,5,0,94,22,96,88,90,85,89,91,"0K,01,02,03,04,05",6,No
P.S. 033 Edward M. Funk,3,2.448484848,2.375796178,29,40.727172,-73.734102,QUEENS,11428,0K,5,0.509,15,46,17,26,4,94,16,95,94,97,90,85,97,"0K,01,02,03,04,05",6,No
P.S. 033 Edward M. Funk,4,2.3125,2.509433962,29,40.727172,-73.734102,QUEENS,11428,0K,5,0.509,15,46,17,26,4,94,16,95,94,97,90,85,97,"0K,01,02,03,04,05",6,No
P.S. 033 Edward M. Funk,5,2.165745856,2.24,29,40.727172,-73.734102,QUEENS,11428,0K,5,0.509,15,46,17,26,4,94,16,95,94,97,90,85,97,"0K,01,02,03,04,05",6,No
P.S. 034 John Harvard,3,2,1.943820225,29,40.710986,-73.737702,QUEENS,11429,PK,5,0.536,10,8,74,16,1,94,16,94,85,93,79,81,86,"PK,0K,01,02,03,04,05",7,No
P.S. 034 John Harvard,4,2.195876289,2.478723404,29,40.710986,-73.737702,QUEENS,11429,PK,5,0.536,10,8,74,16,1,94,16,94,85,93,79,81,86,"PK,0K,01,02,03,04,05",7,No
P.S. 034 John Harvard,5,1.947368421,1.879120879,29,40.710986,-73.737702,QUEENS,11429,PK,5,0.536,10,8,74,16,1,94,16,94,85,93,79,81,86,"PK,0K,01,02,03,04,05",7,No
P.S. 035 Nathaniel Woodhull,3,1.769911504,1.898148148,29,40.713438,-73.768894,QUEENS,11423,PK,5,0.625,14,24,35,29,4,93,24,95,90,96,77,85,90,"PK,0K,01,02,03,04,05",7,No
P.S. 035 Nathaniel Woodhull,4,2.215686275,2.363636364,29,40.713438,-73.768894,QUEENS,11423,PK,5,0.625,14,24,35,29,4,93,24,95,90,96,77,85,90,"PK,0K,01,02,03,04,05",7,No
P.S. 035 Nathaniel Woodhull,5,2.031578947,1.849462366,29,40.713438,-73.768894,QUEENS,11423,PK,5,0.625,14,24,35,29,4,93,24,95,90,96,77,85,90,"PK,0K,01,02,03,04,05",7,No
P.S. 036 Saint Albans School,3,1.892857143,2.292682927,29,40.691306,-73.764081,QUEENS,11412,0K,5,0.614,3,0,88,9,0,93,25,94,89,91,75,85,87,"0K,01,02,03,04,05",6,No
P.S. 036 Saint Albans School,4,2.076086957,2.120879121,29,40.691306,-73.764081,QUEENS,11412,0K,5,0.614,3,0,88,9,0,93,25,94,89,91,75,85,87,"0K,01,02,03,04,05",6,No
P.S. 036 Saint Albans School,5,1.87012987,1.935064935,29,40.691306,-73.764081,QUEENS,11412,0K,5,0.614,3,0,88,9,0,93,25,94,89,91,75,85,87,"0K,01,02,03,04,05",6,No
Cynthia Jenkins School,3,1.831168831,2.092105263,29,40.676201,-73.758778,QUEENS,11434,PK,5,0.647,3,2,90,7,0,93,21,90,87,85,79,86,91,"PK,0K,01,02,03,04,05",7,No
Cynthia Jenkins School,4,1.8,2.15,29,40.676201,-73.758778,QUEENS,11434,PK,5,0.647,3,2,90,7,0,93,21,90,87,85,79,86,91,"PK,0K,01,02,03,04,05",7,No
Cynthia Jenkins School,5,1.747126437,2.356321839,29,40.676201,-73.758778,QUEENS,11434,PK,5,0.647,3,2,90,7,0,93,21,90,87,85,79,86,91,"PK,0K,01,02,03,04,05",7,No
P.S. 038 Rosedale,3,2.166666667,2.344827586,29,40.67115,-73.733774,QUEENS,11422,0K,5,0.46,2,1,89,6,2,94,17,88,89,86,89,90,92,"0K,01,02,03,04,05",6,No
P.S. 038 Rosedale,4,2.028571429,2.25,29,40.67115,-73.733774,QUEENS,11422,0K,5,0.46,2,1,89,6,2,94,17,88,89,86,89,90,92,"0K,01,02,03,04,05",6,No
P.S. 038 Rosedale,5,2.205128205,2.179487179,29,40.67115,-73.733774,QUEENS,11422,0K,5,0.46,2,1,89,6,2,94,17,88,89,86,89,90,92,"0K,01,02,03,04,05",6,No
P.S. 052 Queens,3,2.186666667,2.178082192,29,40.661427,-73.767161,QUEENS,11434,PK,5,0.691,5,1,86,10,1,91,33,93,90,87,83,87,91,"PK,0K,01,02,03,04,05",7,No
P.S. 052 Queens,4,1.691489362,2.010638298,29,40.661427,-73.767161,QUEENS,11434,PK,5,0.691,5,1,86,10,1,91,33,93,90,87,83,87,91,"PK,0K,01,02,03,04,05",7,No
P.S. 052 Queens,5,1.903225806,2.064516129,29,40.661427,-73.767161,QUEENS,11434,PK,5,0.691,5,1,86,10,1,91,33,93,90,87,83,87,91,"PK,0K,01,02,03,04,05",7,No
I.S. 059 Springfield Gardens,6,1.715789474,2.015957447,29,40.681881,-73.752772,QUEENS,11413,6,8,0.468,2,1,91,5,1,93,20,94,87,81,79,78,85,"06,07,08",3,No
I.S. 059 Springfield Gardens,7,1.756097561,1.957317073,29,40.681881,-73.752772,QUEENS,11413,6,8,0.468,2,1,91,5,1,93,20,94,87,81,79,78,85,"06,07,08",3,No
I.S. 059 Springfield Gardens,8,1.594771242,2.2,29,40.681881,-73.752772,QUEENS,11413,6,8,0.468,2,1,91,5,1,93,20,94,87,81,79,78,85,"06,07,08",3,No
P.S. 095 Eastwood,3,2.63562753,2.479338843,29,40.711295,-73.783283,QUEENS,11432,0K,5,0.721,24,39,11,43,2,93,23,95,92,96,87,87,96,"0K,01,02,03,04,05",6,No
P.S. 095 Eastwood,4,2.36,2.541284404,29,40.711295,-73.783283,QUEENS,11432,0K,5,0.721,24,39,11,43,2,93,23,95,92,96,87,87,96,"0K,01,02,03,04,05",6,No
P.S. 095 Eastwood,5,2.375478927,2.218253968,29,40.711295,-73.783283,QUEENS,11432,0K,5,0.721,24,39,11,43,2,93,23,95,92,96,87,87,96,"0K,01,02,03,04,05",6,No
Jean Nuzzi Intermediate School,6,2.145896657,2.1875,29,40.720074,-73.746375,QUEENS,11428,6,8,0.435,10,33,40,21,4,94,16,89,86,78,82,72,86,"06,07,08",3,No
Jean Nuzzi Intermediate School,7,1.943859649,2.127659574,29,40.720074,-73.746375,QUEENS,11428,6,8,0.435,10,33,40,21,4,94,16,89,86,78,82,72,86,"06,07,08",3,No
Jean Nuzzi Intermediate School,8,1.545064378,2.40247678,29,40.720074,-73.746375,QUEENS,11428,6,8,0.435,10,33,40,21,4,94,16,89,86,78,82,72,86,"06,07,08",3,No
P.S. 118 Lorraine Hansberry,3,2.015384615,2.292307692,29,40.703182,-73.765237,QUEENS,11412,PK,5,0.616,4,3,82,12,0,92,27,94,87,93,64,83,84,"PK,0K,01,02,03,04,05",7,No
P.S. 118 Lorraine Hansberry,4,2.074468085,2.172043011,29,40.703182,-73.765237,QUEENS,11412,PK,5,0.616,4,3,82,12,0,92,27,94,87,93,64,83,84,"PK,0K,01,02,03,04,05",7,No
P.S. 118 Lorraine Hansberry,5,1.730337079,1.91954023,29,40.703182,-73.765237,QUEENS,11412,PK,5,0.616,4,3,82,12,0,92,27,94,87,93,64,83,84,"PK,0K,01,02,03,04,05",7,No
P.S. 131 Abigail Adams,3,2.847682119,2.856164384,29,40.71715,-73.794061,QUEENS,11432,0K,SE,0.572,21,74,8,12,4,95,10,89,91,96,85,81,96,"0K,01,02,03,04,05,SE",7,No
P.S. 131 Abigail Adams,4,2.858974359,2.95890411,29,40.71715,-73.794061,QUEENS,11432,0K,SE,0.572,21,74,8,12,4,95,10,89,91,96,85,81,96,"0K,01,02,03,04,05,SE",7,No
P.S. 131 Abigail Adams,5,2.930232558,2.658914729,29,40.71715,-73.794061,QUEENS,11432,0K,SE,0.572,21,74,8,12,4,95,10,89,91,96,85,81,96,"0K,01,02,03,04,05,SE",7,No
P.S. 132 Ralph Bunche,3,2.203389831,2.283333333,29,40.681948,-73.7493,QUEENS,11413,PK,5,0.639,0,1,93,4,1,94,16,93,96,94,89,88,95,"PK,0K,01,02,03,04,05",7,No
P.S. 132 Ralph Bunche,4,2.333333333,2.490566038,29,40.681948,-73.7493,QUEENS,11413,PK,5,0.639,0,1,93,4,1,94,16,93,96,94,89,88,95,"PK,0K,01,02,03,04,05",7,No
P.S. 132 Ralph Bunche,5,2.215686275,2.37254902,29,40.681948,-73.7493,QUEENS,11413,PK,5,0.639,0,1,93,4,1,94,16,93,96,94,89,88,95,"PK,0K,01,02,03,04,05",7,No
P.S. 134 Hollis,3,1.897435897,2.205128205,29,40.707535,-73.754747,QUEENS,11412,PK,5,0.566,10,3,86,9,1,92,32,86,78,79,73,85,84,"PK,0K,01,02,03,04,05",7,No
P.S. 134 Hollis,4,1.772727273,2.353846154,29,40.707535,-73.754747,QUEENS,11412,PK,5,0.566,10,3,86,9,1,92,32,86,78,79,73,85,84,"PK,0K,01,02,03,04,05",7,No
P.S. 134 Hollis,5,1.725490196,1.811320755,29,40.707535,-73.754747,QUEENS,11412,PK,5,0.566,10,3,86,9,1,92,32,86,78,79,73,85,84,"PK,0K,01,02,03,04,05",7,No
The Bellaire School,3,2.48630137,2.307692308,29,40.720864,-73.757591,QUEENS,11427,0K,5,0.514,11,37,29,19,3,94,17,81,69,81,55,79,79,"0K,01,02,03,04,05",6,No
The Bellaire School,4,2.238993711,2.403846154,29,40.720864,-73.757591,QUEENS,11427,0K,5,0.514,11,37,29,19,3,94,17,81,69,81,55,79,79,"0K,01,02,03,04,05",6,No
The Bellaire School,5,2.371212121,2.44,29,40.720864,-73.757591,QUEENS,11427,0K,5,0.514,11,37,29,19,3,94,17,81,69,81,55,79,79,"0K,01,02,03,04,05",6,No
P.S. 136 Roy Wilkins,3,2.02020202,2.202020202,29,40.69894,-73.752694,QUEENS,11412,PK,5,0.589,3,1,90,6,1,94,21,94,84,92,77,83,84,"PK,0K,01,02,03,04,05",7,No
P.S. 136 Roy Wilkins,4,1.79787234,2.117021277,29,40.69894,-73.752694,QUEENS,11412,PK,5,0.589,3,1,90,6,1,94,21,94,84,92,77,83,84,"PK,0K,01,02,03,04,05",7,No
P.S. 136 Roy Wilkins,5,1.64,1.918918919,29,40.69894,-73.752694,QUEENS,11412,PK,5,0.589,3,1,90,6,1,94,21,94,84,92,77,83,84,"PK,0K,01,02,03,04,05",7,No
P.S. 156 Laurelton,3,1.72,2.142857143,29,40.672259,-73.743327,QUEENS,11413,0K,8,0.57,4,2,90,6,0,91,32,91,92,82,81,82,89,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 156 Laurelton,4,1.761904762,1.951219512,29,40.672259,-73.743327,QUEENS,11413,0K,8,0.57,4,2,90,6,0,91,32,91,92,82,81,82,89,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 156 Laurelton,5,1.69047619,1.951219512,29,40.672259,-73.743327,QUEENS,11413,0K,8,0.57,4,2,90,6,0,91,32,91,92,82,81,82,89,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 176 Cambria Heights,3,2.810606061,2.857142857,29,40.684987,-73.729226,QUEENS,11411,PK,5,0.38,1,5,81,3,0,96,9,96,94,94,86,87,94,"PK,0K,01,02,03,04,05",7,No
P.S. 176 Cambria Heights,4,2.721428571,2.935251799,29,40.684987,-73.729226,QUEENS,11411,PK,5,0.38,1,5,81,3,0,96,9,96,94,94,86,87,94,"PK,0K,01,02,03,04,05",7,No
P.S. 176 Cambria Heights,5,2.075630252,2.391666667,29,40.684987,-73.729226,QUEENS,11411,PK,5,0.38,1,5,81,3,0,96,9,96,94,94,86,87,94,"PK,0K,01,02,03,04,05",7,No
P.S. 181 Brookfield,3,1.851851852,2.127272727,29,40.655674,-73.752948,QUEENS,11413,PK,5,0.543,3,2,86,8,1,93,25,84,84,89,82,86,93,"PK,0K,01,02,03,04,05",7,No
P.S. 181 Brookfield,4,1.583333333,2.145833333,29,40.655674,-73.752948,QUEENS,11413,PK,5,0.543,3,2,86,8,1,93,25,84,84,89,82,86,93,"PK,0K,01,02,03,04,05",7,No
P.S. 181 Brookfield,5,2.241935484,2.327868852,29,40.655674,-73.752948,QUEENS,11413,PK,5,0.543,3,2,86,8,1,93,25,84,84,89,82,86,93,"PK,0K,01,02,03,04,05",7,No
I.S. 192 The Linden,6,1.483870968,1.672,29,40.705989,-73.752885,QUEENS,11412,6,8,0.487,5,3,86,8,1,94,14,92,95,92,90,98,96,"06,07,08",3,No
I.S. 192 The Linden,7,1.759615385,1.921568627,29,40.705989,-73.752885,QUEENS,11412,6,8,0.487,5,3,86,8,1,94,14,92,95,92,90,98,96,"06,07,08",3,No
I.S. 192 The Linden,8,1.386666667,1.885542169,29,40.705989,-73.752885,QUEENS,11412,6,8,0.487,5,3,86,8,1,94,14,92,95,92,90,98,96,"06,07,08",3,No
P.S. 195 William Haberle,3,2.058252427,2.184466019,29,40.652641,-73.735618,QUEENS,11422,PK,5,0.515,2,1,92,5,1,94,19,93,94,93,91,97,95,"PK,0K,01,02,03,04,05",7,No
P.S. 195 William Haberle,4,1.742574257,1.95049505,29,40.652641,-73.735618,QUEENS,11422,PK,5,0.515,2,1,92,5,1,94,19,93,94,93,91,97,95,"PK,0K,01,02,03,04,05",7,No
P.S. 195 William Haberle,5,1.842696629,1.876404494,29,40.652641,-73.735618,QUEENS,11422,PK,5,0.515,2,1,92,5,1,94,19,93,94,93,91,97,95,"PK,0K,01,02,03,04,05",7,No
I.S. 238 - Susan B. Anthony Academy,6,1.946236559,1.879464286,29,40.712743,-73.779653,QUEENS,11423,6,8,0.609,15,27,39,28,2,93,21,81,79,80,75,73,87,"06,07,08",3,No
I.S. 238 - Susan B. Anthony Academy,7,1.583166333,1.788702929,29,40.712743,-73.779653,QUEENS,11423,6,8,0.609,15,27,39,28,2,93,21,81,79,80,75,73,87,"06,07,08",3,No
I.S. 238 - Susan B. Anthony Academy,8,1.433333333,2.039583333,29,40.712743,-73.779653,QUEENS,11423,6,8,0.609,15,27,39,28,2,93,21,81,79,80,75,73,87,"06,07,08",3,No
Pathways College Preparatory School: A College Boa,6,1.756410256,2.051282051,29,40.705989,-73.752885,QUEENS,11412,6,12,0.396,3,4,88,6,1,96,10,86,83,84,76,75,85,"06,07,08,09,10,11,12",7,No
Pathways College Preparatory School: A College Boa,7,1.405405405,2.081081081,29,40.705989,-73.752885,QUEENS,11412,6,12,0.396,3,4,88,6,1,96,10,86,83,84,76,75,85,"06,07,08,09,10,11,12",7,No
Pathways College Preparatory School: A College Boa,8,1.142857143,2.315789474,29,40.705989,-73.752885,QUEENS,11412,6,12,0.396,3,4,88,6,1,96,10,86,83,84,76,75,85,"06,07,08,09,10,11,12",7,No
The Gordon Parks School,3,1.871794872,2.307692308,29,40.67507,-73.736232,QUEENS,11422,0K,8,0.358,0,1,97,2,0,96,9,91,78,87,73,82,84,"0K,01,02,03,04,05,06,07,08",9,No
The Gordon Parks School,4,2.363636364,2.662337662,29,40.67507,-73.736232,QUEENS,11422,0K,8,0.358,0,1,97,2,0,96,9,91,78,87,73,82,84,"0K,01,02,03,04,05,06,07,08",9,No
The Gordon Parks School,5,2.013157895,2.302631579,29,40.67507,-73.736232,QUEENS,11422,0K,8,0.358,0,1,97,2,0,96,9,91,78,87,73,82,84,"0K,01,02,03,04,05,06,07,08",9,No
The Gordon Parks School,6,2.31,2.46,29,40.67507,-73.736232,QUEENS,11422,0K,8,0.358,0,1,97,2,0,96,9,91,78,87,73,82,84,"0K,01,02,03,04,05,06,07,08",9,No
The Gordon Parks School,7,2.25,2.25,29,40.67507,-73.736232,QUEENS,11422,0K,8,0.358,0,1,97,2,0,96,9,91,78,87,73,82,84,"0K,01,02,03,04,05,06,07,08",9,No
The Gordon Parks School,8,1.522727273,2.071428571,29,40.67507,-73.736232,QUEENS,11422,0K,8,0.358,0,1,97,2,0,96,9,91,78,87,73,82,84,"0K,01,02,03,04,05,06,07,08",9,No
Preparatory Academy for Writers: A College Board S,6,2.418181818,2.454545455,29,40.66903,-73.757744,QUEENS,11413,6,12,0.464,1,4,85,6,2,97,3,94,93,88,92,81,91,"06,07,08,09,10,11,12",7,No
Preparatory Academy for Writers: A College Board S,7,2.333333333,2.425925926,29,40.66903,-73.757744,QUEENS,11413,6,12,0.464,1,4,85,6,2,97,3,94,93,88,92,81,91,"06,07,08,09,10,11,12",7,No
Queens United Middle School,6,1.453488372,1.855421687,29,40.672259,-73.743327,QUEENS,11413,6,8,0.367,2,1,86,5,1,95,13,75,86,85,84,84,91,"06,07,08",3,No
Queens United Middle School,7,1.630769231,2.106060606,29,40.672259,-73.743327,QUEENS,11413,6,8,0.367,2,1,86,5,1,95,13,75,86,85,84,84,91,"06,07,08",3,No
Queens United Middle School,8,1.333333333,1.866666667,29,40.672259,-73.743327,QUEENS,11413,6,8,0.367,2,1,86,5,1,95,13,75,86,85,84,84,91,"06,07,08",3,No
P.S./I.S. 295,3,2.183333333,2.322033898,29,40.720617,-73.731398,QUEENS,11428,PK,8,0.419,11,38,25,28,5,96,7,95,85,87,69,81,82,"PK,0K,01,02,03,04,05,06,07,08",10,No
